job_name,GB_type,element,system,distance,path,structure_file,num_atoms,formula,volume,density,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,energy_eV,energy_per_atom_eV,incar,incar_system,incar_encut,incar_ediff,incar_ediffg,incar_ispin,incar_ismear,incar_sigma,incar_nsw,incar_ibrion,incar_isif,incar_prec,incar_lreal,incar_gga,potcar_symbols,potcar_nelectrons_map,potcar_total_nelectrons,parse_errors
CSL7-Zr-Zr-34-d-4.60,CSL7,Zr,Zr-34-d-4.60,4.6,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Zr/Zr-34-d-4.60,CONTCAR,52,Zr1 Ti51,906.2619337821728,4.640178587977181,4.6568,7.770572,25.044546,90.0,90.0,90.0,-401.35514331,-7.718368140576923,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-34-d-4.60""}",Zr-34-d-4.60,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",216.0,
CSL7-Zr-Zr-35-d-4.99,CSL7,Zr,Zr-35-d-4.99,4.99,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Zr/Zr-35-d-4.99,CONTCAR,52,Zr1 Ti51,906.2619337821728,4.640178587977181,4.6568,7.770572,25.044546,90.0,90.0,90.0,-401.33066987,-7.7178974975,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-35-d-4.99""}",Zr-35-d-4.99,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",216.0,
CSL7-Zr-Zr-36-d-5.61,CSL7,Zr,Zr-36-d-5.61,5.61,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Zr/Zr-36-d-5.61,CONTCAR,52,Zr1 Ti51,906.2619337821728,4.640178587977181,4.6568,7.770572,25.044546,90.0,90.0,90.0,-401.2130443,-7.715635467307692,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-36-d-5.61""}",Zr-36-d-5.61,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",216.0,
CSL7-Zr-Zr-37-d-5.94,CSL7,Zr,Zr-37-d-5.94,5.94,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Zr/Zr-37-d-5.94,CONTCAR,52,Zr1 Ti51,906.2619337821728,4.640178587977181,4.6568,7.770572,25.044546,90.0,90.0,90.0,-401.37725764,-7.718793416153845,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-37-d-5.94""}",Zr-37-d-5.94,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",216.0,
CSL7-Zr-Zr-38-d-6.58,CSL7,Zr,Zr-38-d-6.58,6.58,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Zr/Zr-38-d-6.58,CONTCAR,52,Zr1 Ti51,906.2619337821728,4.640178587977181,4.6568,7.770572,25.044546,90.0,90.0,90.0,-401.37639086,-7.718776747307692,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-38-d-6.58""}",Zr-38-d-6.58,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",216.0,
CSL7-Zr-Zr-39-d-6.91,CSL7,Zr,Zr-39-d-6.91,6.91,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/CSL7/Zr/Zr-39-d-6.91,CONTCAR,52,Zr1 Ti51,906.2619337821728,4.640178587977181,4.6568,7.770572,25.044546,90.0,90.0,90.0,-401.21284578,-7.715631649615385,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-39-d-6.91""}",Zr-39-d-6.91,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",216.0,
T1g-Zr-Zr-32-d-0.00,T1g,Zr,Zr-32-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-32-d-0.00,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.62312058,-7.7441112590625,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-32-d-0.00""}",Zr-32-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-33-d-0.00,T1g,Zr,Zr-33-d-0.00,0.0,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-33-d-0.00,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.61853381,-7.74403959078125,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-33-d-0.00""}",Zr-33-d-0.00,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-30-d-0.22,T1g,Zr,Zr-30-d-0.22,0.22,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-30-d-0.22,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.84439901,-7.74756873453125,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-30-d-0.22""}",Zr-30-d-0.22,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-31-d-0.22,T1g,Zr,Zr-31-d-0.22,0.22,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-31-d-0.22,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.87902673,-7.74810979265625,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-31-d-0.22""}",Zr-31-d-0.22,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-34-d-1.29,T1g,Zr,Zr-34-d-1.29,1.29,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-34-d-1.29,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.6738602,-7.744904065625,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-34-d-1.29""}",Zr-34-d-1.29,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-35-d-1.29,T1g,Zr,Zr-35-d-1.29,1.29,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-35-d-1.29,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.67436895,-7.74491201484375,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-35-d-1.29""}",Zr-35-d-1.29,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-36-d-1.90,T1g,Zr,Zr-36-d-1.90,1.9,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-36-d-1.90,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.67149514,-7.7448671115625,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-36-d-1.90""}",Zr-36-d-1.90,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-37-d-1.90,T1g,Zr,Zr-37-d-1.90,1.9,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-37-d-1.90,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.67385526,-7.7449039884375,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-37-d-1.90""}",Zr-37-d-1.90,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-38-d-3.19,T1g,Zr,Zr-38-d-3.19,3.19,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-38-d-3.19,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.58156181,-7.74346190328125,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-38-d-3.19""}",Zr-38-d-3.19,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-39-d-3.19,T1g,Zr,Zr-39-d-3.19,3.19,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-39-d-3.19,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.62155419,-7.74408678421875,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-39-d-3.19""}",Zr-39-d-3.19,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-40-d-3.41,T1g,Zr,Zr-40-d-3.41,3.41,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-40-d-3.41,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.84559388,-7.747587404375,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-40-d-3.41""}",Zr-40-d-3.41,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,"vasprun:no element found: line 5311, column 0"
T1g-Zr-Zr-41-d-3.41,T1g,Zr,Zr-41-d-3.41,3.41,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-41-d-3.41,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.8781355,-7.7480958671875,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-41-d-3.41""}",Zr-41-d-3.41,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-42-d-4.72,T1g,Zr,Zr-42-d-4.72,4.72,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-42-d-4.72,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.64221043,-7.74440953796875,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-42-d-4.72""}",Zr-42-d-4.72,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-43-d-4.72,T1g,Zr,Zr-43-d-4.72,4.72,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-43-d-4.72,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.64173785,-7.74440215390625,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-43-d-4.72""}",Zr-43-d-4.72,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-44-d-5.32,T1g,Zr,Zr-44-d-5.32,5.32,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-44-d-5.32,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.67010954,-7.7448454615625,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-44-d-5.32""}",Zr-44-d-5.32,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-45-d-5.32,T1g,Zr,Zr-45-d-5.32,5.32,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-45-d-5.32,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.67081423,-7.74485647234375,"{""ALGO"": ""Fast"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-45-d-5.32""}",Zr-45-d-5.32,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
T1g-Zr-Zr-46-d-6.48,T1g,Zr,Zr-46-d-6.48,6.48,/mnt/e/OneDrive/TiGB-Project/Data/SegregationProfile/T1g/Zr/Zr-46-d-6.48,CONTCAR,64,Zr1 Ti63,1108.4386346486194,4.654328478196898,5.872,6.890708,27.394398,90.0,90.0,90.0,-495.63584912,-7.7443101425,"{""ALGO"": ""Normal"", ""AMIX"": 0.01, ""BMIX"": 0.0001, ""EDIFF"": 0.0001, ""EDIFFG"": -0.02, ""ENCUT"": 450.0, ""GGA"": ""Pe"", ""IBRION"": 2, ""ISIF"": 2, ""ISMEAR"": 1, ""ISPIN"": 1, ""ISTART"": 0, ""KPAR"": 4, ""LORBIT"": 10, ""LPLANE"": false, ""LREAL"": ""Auto"", ""NCORE"": 4, ""NELM"": 120, ""NSIM"": 1, ""NSW"": 60, ""PREC"": ""Accurate"", ""SIGMA"": 0.2, ""SYSTEM"": ""Zr-46-d-6.48""}",Zr-46-d-6.48,450.0,0.0001,-0.02,1,1,0.2,60,2,2,Accurate,Auto,Pe,"[""Ti"", ""Zr_sv"", ""Ti""]","{""Ti"": 4.0, ""Zr"": 12.0}",264.0,
